,Run,SRA,Model,Assay,LibrarySelection,Class,Part.of.microRNAOme.1,CellType,batch.used.in.the.normalization.approaches,group.used.in.the.normalization.approaches,Total_reads,Total.Filtered.reads,Trimmed.Reads..unique.,All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin.miRNAs.Reads,mature.tRNA.Reads,primary.tRNA.Reads,snoRNA.Reads,rRNA.Reads,Other.ncRNA.reads,mRNA.Reads,Remaining.Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR1013433,SRR1013433,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,1219945.0,1101047.0,68747.0,708596.0,706734.0,342.0,368.0,49260.0,369.0,26549.0,189727.0,66370.0,10590.0,49218.0,SRX365446,PRJNA222999,SRS491820,SAMN02378217,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013434,SRR1013434,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,623352.0,581976.0,38127.0,424474.0,423040.0,316.0,283.0,19978.0,302.0,27364.0,33002.0,35810.0,3616.0,37147.0,SRX365447,PRJNA222999,SRS491821,SAMN02378221,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013435,SRR1013435,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,4494257.0,3875516.0,227117.0,2257839.0,2252047.0,504.0,1677.0,130173.0,913.0,104788.0,938913.0,237216.0,53346.0,150651.0,SRX365448,PRJNA222999,SRS491822,SAMN02378220,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013436,SRR1013436,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,3007592.0,2608659.0,121644.0,1756665.0,1752220.0,455.0,923.0,142690.0,921.0,64957.0,384840.0,117999.0,26325.0,113339.0,SRX365449,PRJNA222999,SRS491823,SAMN02378219,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013437,SRR1013437,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,2300791.0,1777673.0,125788.0,1337556.0,1331697.0,396.0,866.0,41217.0,1053.0,78013.0,45236.0,155383.0,23059.0,95290.0,SRX365450,PRJNA222999,SRS491824,SAMN02378224,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013438,SRR1013438,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,1655733.0,1528740.0,106829.0,962962.0,959902.0,415.0,592.0,80297.0,1686.0,45702.0,107976.0,232480.0,22280.0,74765.0,SRX365451,PRJNA222999,SRS491825,SAMN02378218,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013439,SRR1013439,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,532646.0,500345.0,30968.0,375188.0,374179.0,292.0,184.0,14765.0,366.0,12431.0,13549.0,54561.0,3200.0,26101.0,SRX365452,PRJNA222999,SRS491826,SAMN02378223,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
SRR1013440,SRR1013440,SRP031496,Illumina HiScanSQ,RNA-Seq,size fractionation,Immune,No,Macrophage,133.0,11.0,1238540.0,1121432.0,57831.0,821400.0,819636.0,359.0,409.0,61402.0,519.0,30322.0,54716.0,99990.0,9357.0,43317.0,SRX365453,PRJNA222999,SRS491827,SAMN02378225,GEO,DOI: 10.1016/j.immuni.2014.01.006,24530056
DRR041488,DRR041488,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_aorta,159.0,56.0,1242190.0,1115708.0,84769.0,584121.0,581486.0,427.0,1046.0,52989.0,1978.0,38124.0,260350.0,33726.0,7184.0,136190.0,DRX037122,PRJDB2675,DRS008360,SAMD00005435,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5127209,SRR5127209,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Brain,SRR5127209,Neuron,151.0,38.0,51604025.0,50758716.0,1767359.0,35592251.0,35547652.0,1187.0,47586.0,2110948.0,95724.0,1419752.0,1864392.0,6156759.0,248026.0,3223278.0,SRX2441487,PRJNA358331,SRS1876153,SAMN06176870,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
DRR041398,DRR041398,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_umbilical_artery,159.0,56.0,1736308.0,1152587.0,61416.0,590674.0,587646.0,441.0,1082.0,56726.0,3828.0,28965.0,345610.0,29042.0,6522.0,90138.0,DRX037032,PRJDB2675,DRS008400,SAMD00005759,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041414,DRR041414,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_subclavian_artery,159.0,56.0,1639185.0,1411246.0,57972.0,958113.0,955990.0,454.0,1242.0,69518.0,4430.0,34403.0,240951.0,29218.0,5435.0,67936.0,DRX037048,PRJDB2675,DRS008393,SAMD00005800,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR10282891,SRR10282891,SRP225753,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Platelet,No,Platelet,127.0,30.0,13692972.0,13204958.0,854829.0,2240311.0,2208541.0,540.0,2400.0,3922349.0,1318.0,256283.0,3437203.0,1512300.0,48780.0,1784014.0,SRX6995903,PRJNA577688,SRS5517633,SAMN13032381,GEO,-,-
DRR041619,DRR041619,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Muscle,No,Smooth_muscle_cell_umbilical_artery,159.0,56.0,2115345.0,1971068.0,89868.0,1080906.0,1078584.0,460.0,2310.0,460499.0,5259.0,42797.0,205127.0,61164.0,8048.0,104958.0,DRX037253,PRJDB2675,DRS008405,SAMD00004880,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041481,DRR041481,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Other,No,Schwann_cell,159.0,53.0,2325300.0,2184919.0,114877.0,556834.0,554137.0,473.0,1675.0,131952.0,4825.0,76884.0,1133542.0,73962.0,19188.0,186057.0,DRX037115,PRJDB2675,DRS008336,SAMD00005819,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041515,DRR041515,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Melanocyte,159.0,31.0,1358907.0,1131826.0,88038.0,648125.0,644827.0,462.0,1039.0,103823.0,4215.0,51900.0,178606.0,44722.0,15421.0,83975.0,DRX037149,PRJDB2675,DRS008230,SAMD00005723,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041604,DRR041604,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Other,No,Osteocyte,159.0,42.0,1412245.0,1345759.0,61677.0,776474.0,775772.0,378.0,894.0,305903.0,1851.0,24678.0,135513.0,42104.0,4496.0,53846.0,DRX037238,PRJDB2675,DRS008281,SAMD00004808,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041368,DRR041368,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Brain,No,Meningeal,159.0,32.0,2156031.0,1957322.0,94087.0,628549.0,625150.0,508.0,1303.0,72632.0,6890.0,59132.0,980433.0,51493.0,12706.0,144184.0,DRX037002,PRJDB2675,DRS008234,SAMD00004872,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
ERR1758000,ERR1758000,ERP020553,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,125.0,4.0,3012589.0,2775191.0,170077.0,1971472.0,1964435.0,581.0,1224.0,71143.0,265.0,212437.0,154141.0,215661.0,22223.0,126625.0,ERX1825111,PRJEB18611,ERS1473548,SAMEA26575168,Fasteris,DOI: 10.15252/embj.201694335,27993935
ERR1757981,ERR1757981,ERP020553,Illumina Genome Analyzer II,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,125.0,4.0,22838938.0,19516095.0,625080.0,15089051.0,15061519.0,891.0,8881.0,317336.0,801.0,1890758.0,365201.0,958315.0,100478.0,785274.0,ERX1825101,PRJEB18611,ERS1473538,SAMEA26567668,Fasteris,DOI: 10.15252/embj.201694335,27993935
ERR1757998,ERR1757998,ERP020553,Illumina Genome Analyzer II,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,125.0,4.0,18675187.0,15910183.0,772536.0,11428477.0,11349258.0,872.0,12768.0,391963.0,2413.0,1135232.0,533546.0,786666.0,229961.0,1389157.0,ERX1825110,PRJEB18611,ERS1473547,SAMEA26574418,Fasteris,DOI: 10.15252/embj.201694335,27993935
SRR1784148,SRR1784148,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,10533861.0,10348632.0,222199.0,3935684.0,3923004.0,589.0,5757.0,87783.0,348.0,162619.0,4537457.0,320861.0,85204.0,1212919.0,SRX863128,PRJNA274258,SRS834077,SAMN03324189,GEO,DOI: 10.1038/srep38411,27917918
SRR1784152,SRR1784152,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,11967505.0,10605419.0,241279.0,8244233.0,8214914.0,609.0,2516.0,128887.0,536.0,429027.0,279678.0,163225.0,171779.0,1185538.0,SRX863132,PRJNA274258,SRS834079,SAMN03324194,GEO,DOI: 10.1038/srep38411,27917918
SRR1784149,SRR1784149,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,11206966.0,10254006.0,219953.0,6703883.0,6662919.0,536.0,1548.0,137101.0,496.0,361416.0,268293.0,151144.0,124657.0,2505468.0,SRX863129,PRJNA274258,SRS834090,SAMN03324172,GEO,DOI: 10.1038/srep38411,27917918
SRR1784147,SRR1784147,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,12474755.0,11895895.0,467446.0,8354169.0,8318910.0,738.0,5794.0,161860.0,3483.0,733694.0,272991.0,358800.0,156756.0,1848348.0,SRX863127,PRJNA274258,SRS834076,SAMN03324195,GEO,DOI: 10.1038/srep38411,27917918
SRR1784151,SRR1784151,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,13078901.0,9072325.0,202498.0,7287400.0,7253296.0,629.0,721.0,92988.0,765.0,132809.0,167161.0,128301.0,128178.0,1134002.0,SRX863131,PRJNA274258,SRS834078,SAMN03324184,GEO,DOI: 10.1038/srep38411,27917918
SRR1784150,SRR1784150,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100.0,4.0,10130538.0,8582284.0,224525.0,5681872.0,5661337.0,609.0,1537.0,79108.0,353.0,445663.0,140891.0,102075.0,69099.0,2061686.0,SRX863130,PRJNA274258,SRS834080,SAMN03324197,GEO,DOI: 10.1038/srep38411,27917918
DRR041525,DRR041525,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,CD4_lymphocyte,159.0,4.0,3939519.0,3553651.0,222495.0,984724.0,982003.0,355.0,864.0,309091.0,732.0,536347.0,1256688.0,220256.0,60928.0,184021.0,DRX037159,PRJDB2675,DRS008071,SAMD00005947,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041427,DRR041427,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mononuclear_immune_cell,159.0,11.0,6280623.0,5766490.0,272639.0,2521225.0,2514289.0,635.0,1903.0,318177.0,2053.0,900281.0,1306461.0,352436.0,68844.0,295110.0,DRX037061,PRJDB2675,DRS008295,SAMD00004845,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041483,DRR041483,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Monocyte,159.0,11.0,3728074.0,3452497.0,489038.0,1038049.0,1032318.0,523.0,1500.0,329740.0,1219.0,259519.0,1016295.0,233062.0,189028.0,384085.0,DRX037117,PRJDB2675,DRS008020,SAMD00005394,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041433,DRR041433,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Immune,No,Mononuclear_immune_cell,159.0,11.0,5278845.0,4871614.0,267895.0,2264974.0,2259352.0,629.0,1877.0,409761.0,1852.0,620602.0,941220.0,330961.0,61249.0,239118.0,DRX037067,PRJDB2675,DRS008294,SAMD00004994,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR2529533,SRR2529533,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6678608.0,5439469.0,309820.0,3542633.0,3507048.0,656.0,3972.0,156915.0,16251.0,171877.0,707865.0,203747.0,31401.0,604808.0,SRX1291941,PRJNA297139,SRS1091418,SAMN04115767,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529579,SRR2529579,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6852653.0,5629496.0,574829.0,2896089.0,2861606.0,628.0,4939.0,126593.0,15642.0,117875.0,643704.0,140199.0,26116.0,1658339.0,SRX1291964,PRJNA297139,SRS1091394,SAMN04115733,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529532,SRR2529532,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6319552.0,5096135.0,384380.0,3151362.0,3113658.0,627.0,4330.0,173879.0,18026.0,136680.0,627541.0,205051.0,24656.0,754610.0,SRX1291940,PRJNA297139,SRS1091419,SAMN04115766,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529531,SRR2529531,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,6309986.0,5085173.0,349129.0,3154903.0,3118670.0,637.0,4480.0,175479.0,18510.0,137702.0,631729.0,203562.0,25371.0,733437.0,SRX1291940,PRJNA297139,SRS1091419,SAMN04115766,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529576,SRR2529576,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,5026281.0,4441327.0,430386.0,2231033.0,2210224.0,565.0,4189.0,265334.0,12931.0,81818.0,638239.0,130450.0,41980.0,1035353.0,SRX1291962,PRJNA297139,SRS1091397,SAMN04115748,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529571,SRR2529571,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,4311368.0,3680147.0,238650.0,2386362.0,2374543.0,588.0,2760.0,111676.0,10363.0,101309.0,493507.0,127022.0,21365.0,425783.0,SRX1291960,PRJNA297139,SRS1091400,SAMN04115739,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529592,SRR2529592,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,2944880.0,2498118.0,218515.0,1452849.0,1444361.0,520.0,917.0,80929.0,4659.0,65984.0,365307.0,86438.0,14190.0,426845.0,SRX1291970,PRJNA297139,SRS1091390,SAMN04115754,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529591,SRR2529591,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,2942659.0,2496178.0,198149.0,1457422.0,1449112.0,540.0,956.0,81189.0,4769.0,66611.0,368578.0,86907.0,14522.0,415224.0,SRX1291970,PRJNA297139,SRS1091390,SAMN04115754,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529577,SRR2529577,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,5836804.0,4838775.0,484843.0,2587954.0,2561089.0,598.0,3749.0,100655.0,10393.0,148939.0,530144.0,187193.0,29245.0,1240503.0,SRX1291963,PRJNA297139,SRS1091396,SAMN04115757,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529544,SRR2529544,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,4324230.0,3669453.0,495220.0,1395126.0,1370288.0,522.0,858.0,334092.0,4657.0,76801.0,519379.0,513858.0,104127.0,720555.0,SRX1291946,PRJNA297139,SRS1091413,SAMN04115753,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529535,SRR2529535,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,8515206.0,7580264.0,719979.0,2728410.0,2697695.0,601.0,1390.0,866062.0,5930.0,191058.0,747811.0,1835041.0,207159.0,997403.0,SRX1291942,PRJNA297139,SRS1091417,SAMN04115736,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529573,SRR2529573,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,3977936.0,3459266.0,352843.0,1729679.0,1713545.0,537.0,2383.0,242844.0,9148.0,67738.0,559286.0,95087.0,20412.0,732689.0,SRX1291961,PRJNA297139,SRS1091398,SAMN04115743,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR2529574,SRR2529574,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,3981030.0,3462912.0,380976.0,1724815.0,1707962.0,543.0,2354.0,241410.0,8865.0,67536.0,556299.0,95047.0,20076.0,746510.0,SRX1291961,PRJNA297139,SRS1091398,SAMN04115743,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR1107497,SRR1107497,SRP034856,Illumina MiSeq,miRNA-Seq,cDNA,Immune,No,Mononuclear_immune_cell,62.0,11.0,2854138.0,2787416.0,438313.0,750359.0,737206.0,441.0,812.0,101902.0,1751.0,221393.0,224024.0,261998.0,24005.0,1201172.0,SRX426125,PRJNA232769,SRS523362,SAMN02566418,NAVAL MEDICAL RESEARCH CENTER,-,-
SRR2529552,SRR2529552,SRP064235,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Immune,No,Macrophage,155.0,11.0,4708298.0,4246695.0,238274.0,2769645.0,2759701.0,604.0,3808.0,250447.0,8554.0,94490.0,699004.0,122831.0,22356.0,275560.0,SRX1291950,PRJNA297139,SRS1091409,SAMN04115735,GEO,DOI: 10.1371/journal.pgen.1006338,27690314
SRR1107495,SRR1107495,SRP034856,Illumina MiSeq,miRNA-Seq,cDNA,Immune,No,Mononuclear_immune_cell,62.0,11.0,6982629.0,6650137.0,713913.0,2039905.0,2022170.0,581.0,1932.0,327000.0,3468.0,617790.0,789502.0,878449.0,62594.0,1929497.0,SRX426124,PRJNA232769,SRS523362,SAMN02566418,NAVAL MEDICAL RESEARCH CENTER,-,-
SRR5755910,SRR5755910,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,23823099.0,22511620.0,549713.0,3795619.0,3778115.0,550.0,4666.0,12342629.0,488.0,893204.0,406267.0,401836.0,76530.0,4590381.0,SRX2956090,PRJNA391912,SRS2313293,SAMN07277855,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755911,SRR5755911,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,5726309.0,5294000.0,96091.0,650738.0,647844.0,350.0,330.0,2563328.0,41.0,147816.0,90646.0,58271.0,6795.0,1776035.0,SRX2956091,PRJNA391912,SRS2313294,SAMN07277394,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755913,SRR5755913,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD15_cell,158.0,11.0,1710039.0,1650800.0,34186.0,216527.0,214613.0,272.0,121.0,214594.0,0.0,12858.0,15991.0,57936.0,1824.0,1130949.0,SRX2956093,PRJNA391912,SRS2313296,SAMN07277392,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755916,SRR5755916,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158.0,49.0,1933432.0,1543721.0,16680.0,189166.0,187678.0,172.0,280.0,654.0,0.0,571.0,2050.0,14087.0,234.0,1336679.0,SRX2956096,PRJNA391912,SRS2313299,SAMN07277390,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755920,SRR5755920,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD15_cell,158.0,11.0,2571538.0,2341188.0,35075.0,164365.0,161789.0,277.0,153.0,74608.0,2.0,15056.0,13252.0,55131.0,1549.0,2017072.0,SRX2956100,PRJNA391912,SRS2313303,SAMN07277386,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755922,SRR5755922,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158.0,13.0,4450704.0,4126791.0,201168.0,1922188.0,1916982.0,454.0,3078.0,243411.0,214.0,224680.0,191267.0,103927.0,22769.0,1415257.0,SRX2956102,PRJNA391912,SRS2313305,SAMN07277384,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755923,SRR5755923,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158.0,49.0,1731866.0,1713796.0,11344.0,103714.0,102561.0,132.0,89.0,282.0,1.0,602.0,1215.0,6611.0,205.0,1601077.0,SRX2956103,PRJNA391912,SRS2313306,SAMN07277516,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755924,SRR5755924,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158.0,4.0,6843191.0,6708943.0,209210.0,2759855.0,2754373.0,446.0,1554.0,155663.0,504.0,1107630.0,356348.0,264658.0,30053.0,2032678.0,SRX2956104,PRJNA391912,SRS2313307,SAMN07277515,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755925,SRR5755925,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD8_lymphocyte,158.0,4.0,4267384.0,4084883.0,138781.0,1177230.0,1173470.0,411.0,1212.0,99995.0,283.0,524663.0,184125.0,123029.0,15432.0,1958914.0,SRX2956105,PRJNA391912,SRS2313308,SAMN07277514,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755961,SRR5755961,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD14_cell,158.0,11.0,6031197.0,5549853.0,299981.0,2257501.0,2251736.0,561.0,10219.0,1006247.0,250.0,243842.0,282037.0,248473.0,55622.0,1445662.0,SRX2956141,PRJNA391912,SRS2313344,SAMN07277624,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR1203795,SRR1203795,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,18710767.0,14686043.0,587279.0,9000172.0,8960508.0,1156.0,45087.0,1448909.0,74347.0,311807.0,1732711.0,820822.0,129739.0,1122449.0,SRX500221,PRJNA242558,SRS581528,SAMN02698561,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203796,SRR1203796,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,17708710.0,9027554.0,354841.0,6515918.0,6493748.0,1068.0,27510.0,566679.0,29153.0,149177.0,552201.0,484773.0,72444.0,629699.0,SRX500222,PRJNA242558,SRS581529,SAMN02698562,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203797,SRR1203797,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,16297367.0,6670854.0,326233.0,5146701.0,5128220.0,1032.0,5777.0,310053.0,14236.0,90796.0,280585.0,316152.0,66345.0,440209.0,SRX500223,PRJNA242558,SRS581530,SAMN02698563,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203798,SRR1203798,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,16021207.0,11318533.0,325239.0,9276523.0,9261023.0,1116.0,9792.0,425985.0,27540.0,171620.0,409765.0,444364.0,66669.0,486275.0,SRX500224,PRJNA242558,SRS581531,SAMN02698560,GEO,DOI: 10.1038/cr.2015.24,25708366
SRR1203799,SRR1203799,SRP040525,Illumina HiSeq 2000,RNA-Seq,size fractionation,Stem,No,Embryonic_stem_cell,110.0,7.0,15917950.0,12511788.0,232660.0,11550067.0,11542002.0,989.0,5002.0,143497.0,10041.0,68631.0,268475.0,204254.0,37394.0,224427.0,SRX500225,PRJNA242558,SRS581532,SAMN02698557,GEO,DOI: 10.1038/cr.2015.24,25708366
ERR2631349,ERR2631349,ERP109322,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Macrophage,126.0,11.0,5099893.0,3343534.0,335484.0,594278.0,585962.0,390.0,2413.0,250877.0,706.0,142948.0,1352896.0,198955.0,38845.0,761616.0,ERX2647867,PRJEB27261,ERS2544604,SAMEA4724466,Shahzad N Syed,DOI: 10.1038/s41467-019-08989-2,30850595
ERR2631335,ERR2631335,ERP109322,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Macrophage,126.0,11.0,4057194.0,3044211.0,286189.0,1336794.0,1327605.0,482.0,2762.0,139671.0,2811.0,139047.0,872278.0,98644.0,43422.0,408782.0,ERX2647864,PRJEB27261,ERS2544601,SAMEA4724463,Shahzad N Syed,DOI: 10.1038/s41467-019-08989-2,30850595
ERR2631361,ERR2631361,ERP109322,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Macrophage,126.0,11.0,6554274.0,4860139.0,493791.0,2275490.0,2257765.0,610.0,5134.0,276046.0,5546.0,109483.0,1272445.0,112803.0,100533.0,702659.0,ERX2647870,PRJEB27261,ERS2544607,SAMEA4724469,Shahzad N Syed,DOI: 10.1038/s41467-019-08989-2,30850595
SRR5289349,SRR5289349,SRP100748,NextSeq 500,miRNA-Seq,size fractionation,Stem,No,iPSC_fibroblast,149.0,7.0,3672230.0,2430276.0,112289.0,1476420.0,1471675.0,733.0,11879.0,133605.0,5338.0,72975.0,407821.0,114857.0,16768.0,190613.0,SRX2592100,PRJNA376872,SRS2020308,SAMN06472390,GEO,10.1097/SHK.0000000000001133,29485473
ERR2631373,ERR2631373,ERP109322,NextSeq 500,miRNA-Seq,size fractionation,Immune,No,Macrophage,126.0,11.0,5814807.0,3772005.0,338837.0,805341.0,789420.0,440.0,3049.0,156853.0,1805.0,510169.0,1413860.0,182589.0,50960.0,647379.0,ERX2647873,PRJEB27261,ERS2544610,SAMEA4724472,Shahzad N Syed,DOI: 10.1038/s41467-019-08989-2,30850595
SRR1708925,SRR1708925,SRP051119,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,Dendritic_cell,148.0,11.0,13521630.0,12966576.0,462584.0,9428392.0,9391030.0,779.0,14989.0,709344.0,30802.0,415959.0,603740.0,698552.0,88588.0,976210.0,SRX808021,PRJNA270244,SRS789446,SAMN03264527,GEO,DOI: 10.1371/journal.pgen.1005064,25793259
